Census year,CLUE small area,ANZSIC indusrty,Business size,Total establishments,Total jobs
2005,Southbank,Wholesale Trade,Small business,19,120
2005,West Melbourne (Industrial),Accommodation and Food Services,Small business,9,40
2005,West Melbourne (Industrial),Information Media and Telecommunications,Small business,3,6
2005,West Melbourne (Industrial),Other Services,Medium business,2,
2005,West Melbourne (Industrial),Other Services,Small business,5,46
2005,West Melbourne (Industrial),"Professional, Scientific and Technical Services",Small business,3,13
2005,West Melbourne (Industrial),Public Administration and Safety,Small business,4,31
2005,West Melbourne (Industrial),"Rental, Hiring and Real Estate Services",Medium business,1,
2005,West Melbourne (Industrial),"Transport, Postal and Warehousing",Large business,4,1397
2005,West Melbourne (Industrial),Wholesale Trade,Small business,201,1342
2005,West Melbourne (Residential),Accommodation and Food Services,Small business,50,273
2005,West Melbourne (Residential),Arts and Recreation Services,Small business,11,68
2005,West Melbourne (Residential),"Electricity, Gas, Water and Waste Services",Non employing,8,0
2005,West Melbourne (Residential),"Electricity, Gas, Water and Waste Services",Small business,1,
2005,West Melbourne (Residential),Health Care and Social Assistance,Medium business,4,217
2005,West Melbourne (Residential),Information Media and Telecommunications,Non employing,1,
2005,West Melbourne (Residential),Manufacturing,Medium business,5,169
2005,West Melbourne (Residential),Manufacturing,Small business,29,171
2005,West Melbourne (Residential),Other Services,Medium business,4,136
2005,West Melbourne (Residential),"Professional, Scientific and Technical Services",Small business,72,354
2005,West Melbourne (Residential),Retail Trade,Non employing,1,
2005,West Melbourne (Residential),Retail Trade,Small business,49,202
2005,West Melbourne (Residential),"Transport, Postal and Warehousing",Small business,21,127
2005,West Melbourne (Residential),Wholesale Trade,Medium business,4,171
2005,West Melbourne (Residential),Wholesale Trade,Small business,44,227
2006,Carlton,Accommodation and Food Services,Small business,188,1333
2006,Carlton,Manufacturing,Small business,31,170
2006,Carlton,Public Administration and Safety,Small business,9,31
2006,Carlton,"Rental, Hiring and Real Estate Services",Small business,20,103
2006,Carlton,Retail Trade,Medium business,8,378
2006,Carlton,Retail Trade,Non employing,3,0
2006,Carlton,"Transport, Postal and Warehousing",Small business,7,39
2006,Carlton,Wholesale Trade,Small business,24,101
2006,Docklands,Accommodation and Food Services,Medium business,14,700
2006,Docklands,"Agriculture, Forestry and Fishing",Small business,2,
2006,Docklands,Arts and Recreation Services,Large business,1,
2006,Docklands,Arts and Recreation Services,Small business,12,48
2006,Docklands,Construction,Medium business,1,
2006,Docklands,Education and Training,Small business,2,
2006,Docklands,Financial and Insurance Services,Small business,5,30
2006,Docklands,Manufacturing,Non employing,2,
2006,Docklands,Other Services,Small business,16,48
2006,Docklands,"Professional, Scientific and Technical Services",Large business,1,
2006,Docklands,Public Administration and Safety,Non employing,2,
2006,Docklands,"Rental, Hiring and Real Estate Services",Small business,13,72
2006,Docklands,Retail Trade,Medium business,1,
2006,Docklands,Retail Trade,Non employing,1,
2006,Docklands,"Transport, Postal and Warehousing",Large business,1,
2006,Docklands,"Transport, Postal and Warehousing",Medium business,8,333
2006,East Melbourne,Accommodation and Food Services,Large business,3,1872
2006,East Melbourne,Accommodation and Food Services,Medium business,6,189
2006,East Melbourne,Accommodation and Food Services,Non employing,3,0
2006,East Melbourne,Administrative and Support Services,Small business,10,69
2006,East Melbourne,Arts and Recreation Services,Medium business,7,382
2006,East Melbourne,Arts and Recreation Services,Non employing,17,0
2006,East Melbourne,Education and Training,Small business,5,53
2006,East Melbourne,Financial and Insurance Services,Large business,1,
2006,East Melbourne,Financial and Insurance Services,Medium business,5,445
2006,East Melbourne,Health Care and Social Assistance,Non employing,5,0
2006,East Melbourne,Information Media and Telecommunications,Medium business,3,185
2006,East Melbourne,Manufacturing,Small business,4,8
2006,East Melbourne,Other Services,Large business,1,
2006,East Melbourne,"Professional, Scientific and Technical Services",Large business,1,
2006,East Melbourne,Public Administration and Safety,Medium business,7,553
2006,East Melbourne,Public Administration and Safety,Small business,6,41
2006,East Melbourne,Retail Trade,Non employing,2,
2006,East Melbourne,Wholesale Trade,Small business,5,34
2006,Kensington,Arts and Recreation Services,Large business,2,
2006,Kensington,"Electricity, Gas, Water and Waste Services",Non employing,5,0
2006,Kensington,Health Care and Social Assistance,Medium business,1,
2006,Kensington,Information Media and Telecommunications,Non employing,1,
2006,Kensington,Other Services,Medium business,1,
2006,Kensington,Public Administration and Safety,Non employing,1,
2006,Kensington,Public Administration and Safety,Small business,1,
2006,Kensington,"Rental, Hiring and Real Estate Services",Small business,1,
2006,Kensington,Retail Trade,Small business,11,95
2006,Kensington,"Transport, Postal and Warehousing",Medium business,2,
2006,Kensington,Wholesale Trade,Medium business,1,
2006,Kensington,Wholesale Trade,Small business,14,109
2006,Melbourne (CBD),Accommodation and Food Services,Large business,5,1638
2006,Melbourne (CBD),Accommodation and Food Services,Small business,1068,7695
2006,Melbourne (CBD),Administrative and Support Services,Large business,3,2085
2006,Melbourne (CBD),Arts and Recreation Services,Non employing,14,0
2006,Melbourne (CBD),Construction,Large business,2,
2006,Melbourne (CBD),Education and Training,Large business,8,4790
2006,Melbourne (CBD),Education and Training,Medium business,63,3760
2006,Melbourne (CBD),Education and Training,Non employing,3,0
2006,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Large business,3,1704
2006,Melbourne (CBD),Financial and Insurance Services,Small business,486,3360
2006,Melbourne (CBD),Information Media and Telecommunications,Large business,18,15238
2006,Melbourne (CBD),Information Media and Telecommunications,Medium business,51,3088
2006,Melbourne (CBD),Information Media and Telecommunications,Non employing,11,0
2006,Melbourne (CBD),Manufacturing,Medium business,8,372
2006,Melbourne (CBD),Manufacturing,Small business,256,798
2006,Melbourne (CBD),"Professional, Scientific and Technical Services",Large business,33,16321
2006,Melbourne (CBD),Public Administration and Safety,Small business,64,451
2006,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,26,1227
2006,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Non employing,7,0
2006,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,132,751
2006,Melbourne (CBD),Retail Trade,Large business,6,3588
2006,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,27,1819
2006,Melbourne (CBD),Wholesale Trade,Non employing,1,
2006,Melbourne (Remainder),Accommodation and Food Services,Large business,2,
2006,Melbourne (Remainder),Accommodation and Food Services,Small business,19,133
2006,Melbourne (Remainder),"Agriculture, Forestry and Fishing",Small business,1,
2006,Melbourne (Remainder),"Electricity, Gas, Water and Waste Services",Non employing,3,0
2006,Melbourne (Remainder),Financial and Insurance Services,Small business,25,195
2006,Melbourne (Remainder),Health Care and Social Assistance,Large business,2,
2006,Melbourne (Remainder),Health Care and Social Assistance,Non employing,1,
2006,Melbourne (Remainder),"Rental, Hiring and Real Estate Services",Small business,4,26
2006,Melbourne (Remainder),Retail Trade,Medium business,1,
2006,Melbourne (Remainder),Retail Trade,Small business,20,109
2006,Melbourne (Remainder),"Transport, Postal and Warehousing",Medium business,1,
2006,Melbourne (Remainder),Wholesale Trade,Small business,8,69
2006,North Melbourne,Accommodation and Food Services,Small business,90,487
2006,North Melbourne,Administrative and Support Services,Small business,17,79
2006,North Melbourne,"Agriculture, Forestry and Fishing",Small business,2,
2006,North Melbourne,Arts and Recreation Services,Non employing,12,0
2006,North Melbourne,Arts and Recreation Services,Small business,26,91
2006,North Melbourne,Construction,Non employing,1,
2006,North Melbourne,Construction,Small business,14,95
2006,North Melbourne,Education and Training,Non employing,1,
2006,North Melbourne,Education and Training,Small business,13,112
2006,North Melbourne,"Electricity, Gas, Water and Waste Services",Non employing,20,0
2006,North Melbourne,Financial and Insurance Services,Medium business,2,
2006,North Melbourne,Health Care and Social Assistance,Medium business,5,313
2006,North Melbourne,Health Care and Social Assistance,Small business,41,193
2006,North Melbourne,Manufacturing,Medium business,6,201
2006,North Melbourne,Manufacturing,Small business,65,329
2006,North Melbourne,Mining,Small business,1,
2006,North Melbourne,Other Services,Medium business,6,281
2006,North Melbourne,Public Administration and Safety,Medium business,3,142
2006,North Melbourne,"Rental, Hiring and Real Estate Services",Non employing,1,
2006,North Melbourne,"Rental, Hiring and Real Estate Services",Small business,21,115
2006,North Melbourne,"Transport, Postal and Warehousing",Medium business,5,150
2006,North Melbourne,"Transport, Postal and Warehousing",Small business,31,217
2006,Parkville,Accommodation and Food Services,Medium business,12,494
2006,Parkville,Accommodation and Food Services,Non employing,1,
2006,Parkville,"Agriculture, Forestry and Fishing",Small business,1,
2006,Parkville,Arts and Recreation Services,Large business,1,
2006,Parkville,Education and Training,Large business,2,
2006,Parkville,Education and Training,Medium business,6,390
2006,Parkville,Health Care and Social Assistance,Medium business,2,
2006,Parkville,Information Media and Telecommunications,Non employing,2,
2006,Parkville,Information Media and Telecommunications,Small business,1,
2006,Parkville,Manufacturing,Large business,1,
2006,Parkville,Other Services,Small business,19,121
2006,Parkville,"Professional, Scientific and Technical Services",Medium business,3,330
2006,Port Melbourne,"Agriculture, Forestry and Fishing",Small business,1,
2006,Port Melbourne,Financial and Insurance Services,Non employing,1,
2006,Port Melbourne,Financial and Insurance Services,Small business,7,23
2006,Port Melbourne,Manufacturing,Large business,7,5103
2006,Port Melbourne,Mining,Small business,2,
2006,Port Melbourne,Other Services,Small business,6,36
2006,Port Melbourne,"Professional, Scientific and Technical Services",Medium business,12,595
2006,Port Melbourne,"Rental, Hiring and Real Estate Services",Medium business,2,
2006,Port Melbourne,"Rental, Hiring and Real Estate Services",Small business,2,
2006,Port Melbourne,Retail Trade,Small business,19,172
